3881,690,100.0,2021-06-26T15:32:49.000-03:00
3879,690,5.0,2021-06-26T15:10:44.000-03:00
3878,690,5.0,2021-06-26T15:10:14.000-03:00
3877,690,20.0,2021-06-26T15:09:41.000-03:00
3867,690,100.0,2021-06-26T09:57:32.000-03:00
3862,695,100.0,2021-06-25T20:01:46.000-03:00
3856,690,20.0,2021-06-25T14:39:22.000-03:00
3855,690,20.0,2021-06-25T14:39:03.000-03:00
3850,690,5.0,2021-06-25T09:57:29.000-03:00
3849,690,5.0,2021-06-25T09:57:02.000-03:00
3848,690,20.0,2021-06-25T09:55:41.000-03:00
3847,690,20.0,2021-06-25T09:55:14.000-03:00
3835,690,50.0,2021-06-24T13:41:02.000-03:00
3823,690,5.0,2021-06-24T10:59:58.000-03:00
3822,690,5.0,2021-06-24T10:59:34.000-03:00
3821,690,50.0,2021-06-24T10:58:51.000-03:00
3817,690,5.0,2021-06-24T10:20:32.000-03:00
3816,690,5.0,2021-06-24T10:19:41.000-03:00
3815,690,20.0,2021-06-24T09:59:53.000-03:00
3809,690,50.0,2021-06-24T09:47:01.000-03:00
3787,690,50.0,2021-06-23T12:46:29.000-03:00
3782,690,20.0,2021-06-23T10:29:50.000-03:00
3781,690,50.0,2021-06-23T10:28:41.000-03:00
3774,370,50.0,2021-06-22T11:41:25.000-03:00
3769,690,100.0,2021-06-22T11:30:39.000-03:00
3757,690,50.0,2021-06-21T17:14:44.000-03:00
3753,690,50.0,2021-06-21T10:59:32.000-03:00
3732,690,50.0,2021-06-19T14:35:44.000-03:00
